"","infected.treated.24hr.1","infected.treated.24hr.2","infected.treated.24hr.3","infected.treated.24hr.4","infected.treated.24hr.5","infected.untreated.24hr.1","infected.untreated.24hr.2","infected.untreated.24hr.3","infected.untreated.24hr.4","infected.untreated.24hr.5","uninfected.treated.24hr.1","uninfected.treated.24hr.2","uninfected.treated.24hr.3","uninfected.treated.24hr.4","uninfected.treated.24hr.5","uninfected.untreated.24hr.1","uninfected.untreated.24hr.2","uninfected.untreated.24hr.3","uninfected.untreated.24hr.4","uninfected.untreated.24hr.5"
"ENSG00000140287",1,0,0,0,1,1,0,0,0,0,2,1,1,0,1,0,0,2,2,0
"ENSG00000140297",0,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,2,1,0
"ENSG00000140299",28,62,8,11,18,14,12,19,30,37,32,29,47,71,17,31,21,10,7,80
"ENSG00000140307",2,10,0,0,0,0,1,2,3,4,1,2,6,8,1,1,1,0,0,15
"ENSG00000140319",70,113,52,29,45,47,38,81,94,143,97,46,102,103,43,78,42,35,34,111
"ENSG00000140320",5,4,0,0,1,2,0,7,10,10,2,2,11,4,0,4,0,1,1,7
"ENSG00000140323",10,11,23,8,20,29,37,35,31,30,26,27,22,20,30,35,32,33,35,33
"ENSG00000140326",8,11,2,9,4,4,5,7,7,10,8,6,12,9,4,4,7,5,9,15
"ENSG00000140332",19,37,9,3,3,6,6,29,41,53,32,26,44,59,7,13,2,5,1,21
"ENSG00000140350",66,99,34,23,21,35,29,84,122,128,103,150,123,114,48,109,82,57,63,253
"ENSG00000140365",2,9,0,1,0,0,0,5,7,10,7,1,3,7,1,5,1,0,0,15
"ENSG00000140367",7,14,1,0,1,1,0,5,2,3,10,6,19,1,9,4,2,4,6,26
"ENSG00000140368",4,7,2,0,0,6,1,19,14,21,15,3,4,10,4,6,4,3,5,20
"ENSG00000140374",20,35,3,0,0,2,1,13,18,26,17,11,32,33,0,16,2,2,0,41
"ENSG00000140379",0,4,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
"ENSG00000140382",6,13,1,0,2,3,3,11,10,30,6,7,19,17,3,5,0,1,2,25
"ENSG00000140386",2,11,0,2,1,2,2,4,6,10,5,6,6,8,1,5,3,1,0,10
"ENSG00000140391",36,50,31,27,55,103,47,64,44,86,56,37,54,59,77,123,102,114,129,114
"ENSG00000140395",10,19,7,7,8,25,59,53,52,46,19,14,18,29,22,17,13,3,14,32
"ENSG00000140396",12,18,2,1,1,0,3,14,23,30,16,7,23,17,1,6,3,0,0,30
"ENSG00000140398",628,747,657,711,744,749,676,535,527,641,632,581,690,682,875,777,525,714,815,654
"ENSG00000140400",14,36,9,14,17,37,23,38,30,61,32,14,32,39,37,30,25,15,31,37
"ENSG00000140403",75,92,46,52,46,20,14,29,38,41,58,57,89,79,52,28,22,20,31,44
"ENSG00000140406",1,9,4,1,2,1,0,1,2,3,5,1,8,3,1,1,1,0,1,5
"ENSG00000140416",5,13,2,0,2,7,2,17,15,28,9,10,23,11,5,10,3,2,1,37
"ENSG00000140443",1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"ENSG00000140450",4,21,0,0,1,1,2,7,10,10,10,4,6,7,0,7,1,1,2,16
"ENSG00000140451",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1
"ENSG00000140455",14,25,9,8,12,7,4,9,5,21,35,23,39,33,21,14,13,10,21,26
"ENSG00000140459",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000140463",10,10,4,9,12,16,22,17,16,14,12,11,9,12,6,29,20,26,22,21
"ENSG00000140464",5,8,0,0,0,3,1,19,27,13,6,2,7,2,3,4,1,2,1,8
"ENSG00000140465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140470",3,3,2,0,2,1,0,2,2,1,0,1,2,0,1,0,0,1,0,1
"ENSG00000140471",47,69,49,51,52,52,40,50,46,61,50,49,92,67,57,52,40,54,52,52
"ENSG00000140474",6,8,0,1,1,0,0,2,5,7,8,4,6,6,0,0,4,1,1,4
"ENSG00000140478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140479",11,23,10,11,10,5,10,7,8,11,10,11,21,11,7,5,8,13,8,14
"ENSG00000140481",0,0,0,0,0,1,4,1,1,2,0,0,0,0,0,0,0,0,0,1
"ENSG00000140488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140497",12,21,4,0,2,1,2,10,18,19,9,2,14,13,3,2,3,0,2,21
"ENSG00000140505",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000140506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140519",0,0,0,0,0,0,3,2,1,2,0,0,0,0,1,1,2,3,0,2
"ENSG00000140521",57,84,46,53,64,354,182,217,117,278,124,100,127,137,125,444,450,462,500,481
"ENSG00000140522",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000140525",338,337,313,287,319,326,226,263,224,296,329,326,368,299,375,416,362,387,413,427
"ENSG00000140526",54,65,44,36,38,36,16,32,30,49,51,61,55,65,42,42,42,38,37,45
"ENSG00000140527",0,0,1,0,1,4,1,1,2,1,1,1,2,1,1,7,3,1,6,3
"ENSG00000140534",42,35,23,28,28,16,12,14,18,19,46,67,91,79,61,32,16,19,27,41
"ENSG00000140538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140543",5,4,5,1,5,0,4,0,3,1,8,9,3,2,3,0,0,2,1,3
"ENSG00000140545",0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000140548",40,61,42,50,58,70,66,74,81,106,72,42,68,67,74,87,74,65,92,89
"ENSG00000140553",174,239,201,164,200,210,142,141,110,175,261,257,348,286,336,307,255,283,304,294
"ENSG00000140557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140563",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140564",17,32,4,3,2,2,6,15,35,31,10,8,21,27,5,4,2,1,4,13
"ENSG00000140575",54,97,9,4,5,10,12,72,81,164,63,35,95,111,6,35,12,5,11,135
"ENSG00000140577",6,9,1,3,2,3,1,10,9,14,14,6,22,17,4,6,1,5,4,6
"ENSG00000140598",8,11,6,2,1,0,0,1,1,5,9,5,14,8,3,0,4,1,2,12
"ENSG00000140600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140612",20,31,4,7,7,6,3,22,45,60,21,12,26,28,8,9,5,3,4,38
"ENSG00000140623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000140632",29,53,5,0,6,4,2,29,34,55,37,29,44,41,17,21,14,0,7,65
"ENSG00000140650",47,65,48,39,58,34,16,16,13,26,53,56,53,48,49,37,45,47,54,48
"ENSG00000140675",777,937,845,860,867,857,498,462,420,548,903,937,1182,1042,1177,1232,898,1129,1189,982
"ENSG00000140678",24,42,1,2,2,2,3,24,39,52,40,7,21,24,7,6,6,1,0,31
"ENSG00000140682",1,2,2,1,0,5,1,0,2,0,1,2,6,2,2,0,1,0,5,2
"ENSG00000140688",8,12,1,3,1,1,3,5,7,26,12,10,13,19,7,9,5,2,3,13
"ENSG00000140691",166,153,128,211,161,86,68,55,54,72,142,147,179,176,188,110,105,133,131,142
"ENSG00000140694",9,11,1,1,0,3,1,4,7,11,10,8,9,13,2,6,3,0,0,11
"ENSG00000140718",2,2,1,1,0,1,0,1,3,5,3,3,9,1,1,4,2,1,2,12
"ENSG00000140740",37,73,9,11,7,8,9,28,30,45,38,29,60,65,17,18,12,9,11,53
"ENSG00000140743",3,9,1,1,0,1,0,2,1,2,2,3,7,8,5,1,3,1,0,7
"ENSG00000140749",4,2,2,0,1,6,8,12,15,21,8,5,4,10,5,5,3,7,4,14
"ENSG00000140750",10,11,1,7,2,5,2,12,10,17,20,4,10,12,1,6,3,2,4,31
"ENSG00000140795",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
"ENSG00000140798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140807",6,5,5,6,6,5,11,7,12,18,5,6,7,15,7,8,6,9,14,10
"ENSG00000140829",27,55,17,21,21,37,28,66,61,82,44,43,43,39,25,49,36,37,49,65
"ENSG00000140830",16,17,6,11,5,8,11,8,13,19,6,9,9,10,2,16,8,16,15,16
"ENSG00000140832",2,0,0,2,1,0,0,0,0,1,1,3,3,1,4,0,0,0,1,0
"ENSG00000140835",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000140836",17,33,21,41,27,75,56,57,54,80,26,40,39,33,49,88,65,76,98,92
"ENSG00000140839",1,9,1,2,2,1,0,0,1,0,3,3,2,2,1,0,0,0,0,0
"ENSG00000140848",4,26,5,4,5,10,3,19,19,31,18,2,13,16,7,11,9,2,5,22
"ENSG00000140853",5,9,2,0,1,1,1,6,12,13,11,1,8,4,2,5,1,1,0,8
"ENSG00000140854",4,4,0,4,2,2,0,4,7,1,4,3,3,3,2,1,1,0,1,10
"ENSG00000140859",17,27,2,5,2,3,2,12,23,27,23,7,31,22,7,6,2,2,5,8
"ENSG00000140873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140876",0,1,0,0,0,0,0,2,2,6,0,2,0,2,0,1,1,0,1,5
"ENSG00000140905",4,7,1,0,0,0,0,0,0,0,4,4,11,5,1,3,1,0,0,9
"ENSG00000140931",7,14,1,2,0,0,3,16,21,17,12,3,10,9,1,2,2,3,2,8
"ENSG00000140932",0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"ENSG00000140937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140939",19,18,19,12,12,21,21,16,17,26,17,17,32,17,28,23,25,22,37,32
"ENSG00000140941",5,30,3,3,1,3,4,11,15,19,17,7,20,21,9,5,1,2,3,6
"ENSG00000140943",8,25,0,0,0,8,2,6,10,17,20,2,21,10,5,11,5,6,11,29
"ENSG00000140945",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,2,1,0,0
"ENSG00000140948",24,30,23,13,18,14,11,16,15,17,21,22,37,21,14,8,14,14,19,13
"ENSG00000140950",3,4,1,1,0,1,0,2,3,6,1,3,3,1,1,3,0,0,1,3
"ENSG00000140955",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0
"ENSG00000140961",8,18,1,1,2,0,0,2,7,2,6,5,1,8,1,0,0,0,0,0
"ENSG00000140968",23,59,5,3,3,10,6,48,81,98,58,28,58,78,15,44,21,8,9,146
"ENSG00000140983",18,19,5,6,4,6,4,13,31,25,18,6,18,21,12,15,3,8,10,25
"ENSG00000140986",4,5,2,3,3,2,1,2,2,7,5,5,7,2,3,5,1,7,5,8
"ENSG00000140987",29,32,24,15,18,20,18,17,23,20,25,19,51,38,47,16,25,24,20,31
"ENSG00000140988",104,244,31,20,19,35,17,240,312,418,194,71,166,233,40,93,39,18,42,287
"ENSG00000140990",12,20,3,5,2,4,1,17,15,24,25,6,18,23,9,11,6,3,2,28
"ENSG00000140992",269,287,241,251,261,162,119,107,100,159,228,267,277,305,303,229,213,199,285,252
"ENSG00000140993",105,107,103,102,108,38,30,27,24,46,74,107,143,125,131,67,60,51,63,57
"ENSG00000140995",10,23,10,15,12,15,9,8,18,31,20,13,20,21,28,19,18,15,12,24
"ENSG00000141002",19,22,5,6,8,7,6,25,32,32,8,13,11,14,6,10,9,3,11,26
"ENSG00000141012",10,12,14,13,18,14,3,7,19,15,16,22,29,33,23,11,9,8,16,19
"ENSG00000141013",5,6,2,3,3,8,10,13,7,15,11,6,7,7,9,8,11,7,8,9
"ENSG00000141026",2,3,1,2,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,2
"ENSG00000141027",46,78,19,23,34,12,7,34,33,49,51,53,85,77,24,41,22,15,17,72
"ENSG00000141028",2,2,1,3,1,0,1,0,1,3,2,0,3,1,3,1,2,2,1,4
"ENSG00000141030",5,21,2,1,3,2,2,6,8,9,8,9,16,4,4,6,5,5,4,21
"ENSG00000141034",1,3,0,0,1,0,0,0,1,0,3,3,3,4,0,0,0,0,0,1
"ENSG00000141040",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141068",0,6,0,0,0,0,0,6,6,6,4,4,2,2,1,3,1,0,1,4
"ENSG00000141076",27,38,20,25,45,35,27,23,23,24,33,30,33,28,34,27,32,37,40,32
"ENSG00000141084",3,9,0,0,0,0,0,7,11,17,3,1,6,7,1,4,1,1,0,11
"ENSG00000141086",167,183,173,177,193,135,90,61,66,92,173,174,211,176,169,182,155,179,208,175
"ENSG00000141096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141098",1,3,0,0,1,0,0,0,1,2,2,1,5,2,0,1,0,1,0,4
"ENSG00000141101",101,121,81,89,75,42,33,45,53,67,120,168,151,131,119,47,46,43,37,50
"ENSG00000141127",0,1,0,0,0,0,0,3,1,5,2,2,6,3,0,0,1,0,0,2
"ENSG00000141161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141179",5,11,1,0,1,0,0,1,5,6,3,3,11,6,0,4,1,0,1,15
"ENSG00000141194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141198",41,42,55,37,41,45,28,19,14,26,58,74,74,70,81,56,56,62,60,55
"ENSG00000141200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141219",19,36,22,35,23,42,28,19,41,35,25,23,33,30,35,34,25,24,38,22
"ENSG00000141232",12,8,8,3,7,9,13,13,11,25,19,11,20,12,14,12,8,15,14,15
"ENSG00000141252",6,12,3,1,0,0,1,3,1,9,5,3,9,5,0,3,0,0,2,4
"ENSG00000141255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141258",6,12,0,1,1,1,3,8,7,7,8,3,5,8,6,3,1,1,3,10
"ENSG00000141279",29,49,18,13,27,7,8,24,43,48,31,32,41,32,23,8,9,10,6,43
"ENSG00000141293",0,0,0,0,0,0,0,0,3,0,2,0,2,1,0,0,0,0,0,0
"ENSG00000141294",12,21,12,19,27,20,20,15,13,31,17,25,39,42,36,13,11,17,22,11
"ENSG00000141295",1,2,0,0,0,0,0,1,2,3,0,1,4,1,1,2,1,0,0,2
"ENSG00000141298",13,18,9,15,11,3,1,8,10,13,25,20,28,25,27,3,9,6,9,19
"ENSG00000141314",0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"ENSG00000141316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141337",103,95,89,92,94,19,23,25,19,18,83,137,123,120,103,11,16,10,13,13
"ENSG00000141338",0,0,0,1,0,1,2,1,1,0,2,1,2,3,0,1,0,1,1,0
"ENSG00000141349",1,2,1,1,0,0,0,0,3,3,2,2,3,6,0,1,0,1,0,8
"ENSG00000141367",113,239,59,53,60,44,22,80,86,134,120,112,199,199,88,71,62,49,49,196
"ENSG00000141371",2,1,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,3,1
"ENSG00000141376",7,12,5,1,9,1,3,1,2,4,4,6,19,9,12,2,2,3,5,2
"ENSG00000141378",956,886,828,829,939,756,612,621,482,833,782,991,995,954,944,824,781,926,916,882
"ENSG00000141380",9,24,1,1,3,3,2,8,9,4,15,6,19,20,4,8,2,1,1,21
"ENSG00000141384",0,2,0,0,0,1,0,1,1,2,5,3,2,3,1,3,2,0,1,5
"ENSG00000141385",76,105,68,65,64,69,55,56,57,87,91,75,105,108,96,73,60,71,65,101
"ENSG00000141391",1,1,0,0,0,0,0,0,0,0,0,1,2,8,2,0,0,0,0,2
"ENSG00000141401",3,8,0,1,4,2,5,3,7,12,8,1,8,10,0,13,2,9,13,15
"ENSG00000141404",246,276,262,270,303,378,331,319,261,399,384,384,394,366,409,393,348,369,440,386
"ENSG00000141424",8,19,1,0,1,0,0,9,7,14,6,13,23,9,4,4,9,1,0,22
"ENSG00000141425",5,26,1,3,1,1,3,6,4,6,9,7,21,19,7,3,4,2,4,23
"ENSG00000141428",2,3,1,0,0,1,1,1,3,3,1,2,0,2,0,1,1,0,0,6
"ENSG00000141429",14,20,3,2,2,2,2,9,13,28,18,13,30,25,2,8,4,3,2,33
"ENSG00000141431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141437",0,1,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,0,0,0
"ENSG00000141441",2,6,0,1,1,1,3,1,1,5,0,1,1,2,3,2,1,0,3,3
"ENSG00000141446",6,16,0,1,2,3,1,9,7,14,15,9,18,17,6,6,1,0,1,20
"ENSG00000141447",21,56,23,22,21,11,5,6,3,18,40,18,44,48,24,11,8,10,10,32
"ENSG00000141448",1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"ENSG00000141449",2,2,0,3,2,2,3,0,3,1,3,0,4,2,2,1,1,2,2,1
"ENSG00000141452",121,129,104,110,136,54,47,51,40,59,110,166,150,130,120,62,37,52,55,49
"ENSG00000141456",10,13,1,1,3,4,2,3,14,9,18,21,16,27,6,13,2,6,9,26
"ENSG00000141458",194,207,181,187,170,132,105,104,110,149,177,192,214,198,192,100,104,124,114,124
"ENSG00000141469",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141480",12,17,2,3,1,1,0,6,12,12,19,13,7,16,3,2,2,0,0,6
"ENSG00000141485",0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"ENSG00000141497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141499",18,23,20,28,30,21,24,26,15,18,20,26,31,27,31,15,23,18,23,18
"ENSG00000141503",8,23,0,7,4,7,5,9,16,20,15,9,18,18,5,12,1,2,8,14
"ENSG00000141504",1,7,2,2,0,1,0,4,7,9,3,1,3,2,1,1,0,0,0,1
"ENSG00000141505",0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"ENSG00000141506",10,9,7,1,1,0,0,5,13,10,5,0,7,7,0,1,0,0,0,5
"ENSG00000141510",0,4,1,1,0,0,0,0,3,2,0,2,2,1,0,2,1,0,0,3
"ENSG00000141519",0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"ENSG00000141522",42,71,14,12,19,14,10,55,68,75,55,32,54,49,22,35,26,15,20,74
"ENSG00000141524",52,98,78,83,94,204,176,143,149,198,107,84,121,104,135,178,126,119,167,133
"ENSG00000141526",39,55,12,15,16,19,8,49,83,91,20,20,33,29,6,15,9,14,12,33
"ENSG00000141527",59,59,54,52,64,9,14,14,20,9,15,30,30,43,22,2,3,3,3,2
"ENSG00000141540",2,1,0,0,0,1,0,2,2,1,0,1,0,2,0,0,0,0,0,2
"ENSG00000141542",1,0,2,1,2,1,0,0,2,0,0,4,0,0,1,4,3,2,3,2
"ENSG00000141543",13,27,7,10,8,3,5,15,32,23,14,7,25,24,1,15,8,9,7,48
"ENSG00000141551",2201,2236,2564,2235,2666,1435,1564,1378,1489,1682,980,1117,1245,1170,1199,1272,1006,1056,1222,997
"ENSG00000141552",85,107,94,87,108,144,71,78,97,110,109,80,110,108,123,251,176,213,234,223
"ENSG00000141556",69,68,71,60,100,109,52,50,42,65,120,100,139,121,155,139,121,159,162,124
"ENSG00000141560",2,4,0,0,3,0,1,0,5,10,1,2,5,5,5,2,0,0,0,10
"ENSG00000141562",6,14,4,6,3,6,3,10,22,17,5,4,12,8,1,11,6,4,4,8
"ENSG00000141564",12,19,7,11,12,37,45,37,41,57,7,12,9,12,4,24,18,8,7,18
"ENSG00000141568",143,150,120,132,121,75,75,87,114,87,114,154,162,158,116,63,74,89,92,89
"ENSG00000141569",2,6,1,0,0,0,0,0,3,5,4,2,4,7,0,2,2,0,2,8
"ENSG00000141570",3,8,4,3,1,4,3,5,14,14,5,2,3,5,1,8,3,2,5,3
"ENSG00000141574",1,0,1,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,4
"ENSG00000141576",3,9,0,0,0,3,0,4,2,2,3,5,9,4,1,6,2,2,2,4
"ENSG00000141577",5,5,3,1,1,3,2,4,11,21,0,2,4,1,5,5,4,2,4,8
"ENSG00000141579",1,1,1,0,0,1,0,1,4,0,0,0,1,0,0,6,1,3,1,0
"ENSG00000141580",11,23,1,1,1,2,2,8,19,22,14,4,12,25,4,2,2,4,0,10
"ENSG00000141582",40,48,15,11,12,11,6,19,36,27,47,30,56,42,20,9,6,4,14,20
"ENSG00000141622",0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000141627",6,19,0,0,2,0,2,2,8,13,5,4,20,18,1,3,0,2,1,10
"ENSG00000141639",0,0,0,0,0,3,1,2,0,1,1,1,1,0,0,1,1,1,1,0
"ENSG00000141642",2,5,3,2,3,1,0,2,0,2,7,5,4,4,7,4,2,1,5,1
"ENSG00000141644",11,29,1,2,2,7,1,31,39,48,13,13,25,21,8,6,5,4,1,24
"ENSG00000141646",10,10,11,3,4,6,6,8,4,13,9,5,18,18,12,9,8,9,4,14
"ENSG00000141655",0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0
"ENSG00000141664",12,19,2,4,1,5,2,9,29,20,8,2,13,13,1,5,1,0,2,12
"ENSG00000141665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141682",8,13,6,2,0,0,0,4,4,4,2,2,9,11,4,2,3,0,2,7
"ENSG00000141696",0,2,0,0,1,0,0,1,0,1,2,0,3,0,0,3,0,2,0,7
"ENSG00000141698",3,2,2,0,1,0,0,3,2,5,12,3,6,7,5,6,1,1,0,5
"ENSG00000141699",169,189,170,175,191,252,157,121,119,170,158,181,207,175,203,417,333,440,467,357
"ENSG00000141736",223,265,226,211,226,186,160,109,137,170,213,277,271,270,269,189,150,185,196,168
"ENSG00000141738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141741",4,8,1,3,0,2,2,11,6,4,6,1,6,11,5,2,4,2,6,10
"ENSG00000141744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141748",3,1,4,3,5,4,7,2,4,3,2,9,3,6,4,4,5,1,7,5
"ENSG00000141750",0,1,2,1,0,2,4,2,0,0,0,1,2,2,1,1,1,1,3,2
"ENSG00000141753",4,10,1,0,4,2,2,14,25,23,7,4,6,10,0,7,2,3,7,21
"ENSG00000141756",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ENSG00000141759",7,22,2,0,0,2,0,7,13,12,16,4,21,10,2,0,0,1,1,26
"ENSG00000141837",2,0,2,0,0,3,0,2,3,1,1,1,1,0,3,3,3,2,0,0
"ENSG00000141854",0,0,0,1,0,1,2,1,2,1,1,0,1,1,2,0,0,1,0,0
"ENSG00000141858",6,12,1,3,2,5,3,13,24,10,10,3,13,9,3,10,0,1,3,11
"ENSG00000141867",47,71,27,17,16,19,10,40,50,61,50,27,75,76,25,36,14,12,8,50
"ENSG00000141873",6,7,3,4,4,3,3,2,3,5,10,5,13,6,3,3,3,1,3,6
"ENSG00000141905",29,26,7,12,6,12,8,18,29,24,24,10,35,26,8,20,10,8,18,24
"ENSG00000141933",2,3,3,4,3,2,1,3,5,3,3,1,5,3,2,6,1,1,4,1
"ENSG00000141934",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ENSG00000141946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141956",3,7,0,1,0,0,0,3,5,4,5,3,5,6,1,1,1,1,1,7
"ENSG00000141959",18,31,2,2,4,3,3,30,52,63,20,8,15,14,8,13,6,3,6,26
"ENSG00000141965",11,22,7,3,1,0,1,3,7,13,19,9,8,22,9,3,4,0,3,13
"ENSG00000141968",24,49,6,2,2,6,1,33,34,48,21,9,33,27,7,10,7,2,3,37
"ENSG00000141971",8,6,2,1,3,0,1,2,6,5,2,3,4,3,1,1,2,0,0,1
"ENSG00000141977",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141985",110,121,107,102,137,34,34,41,45,45,49,44,45,44,58,48,30,33,40,35
"ENSG00000141994",9,10,2,1,4,2,1,5,7,7,13,3,7,7,5,8,1,2,2,6
"ENSG00000142002",13,25,5,2,3,3,1,8,18,12,9,9,7,14,3,5,2,1,2,14
"ENSG00000142025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142039",20,24,7,15,19,12,4,19,16,34,13,5,14,15,14,15,12,5,8,11
"ENSG00000142046",10,19,32,14,22,34,44,33,31,43,19,28,25,26,14,24,27,30,33,23
"ENSG00000142065",0,4,0,0,0,0,0,2,2,6,3,5,1,4,1,2,0,0,2,2
"ENSG00000142082",0,5,4,5,1,2,2,1,5,5,3,1,3,4,3,3,1,1,1,6
"ENSG00000142089",7,13,2,3,1,5,5,11,15,28,12,8,7,8,12,10,5,3,4,14
"ENSG00000142102",10,6,1,2,2,1,0,6,10,8,6,0,7,13,2,4,0,1,0,7
"ENSG00000142149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000142156",70,90,27,21,22,8,15,38,47,53,30,17,30,24,10,10,7,7,10,20
"ENSG00000142163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142166",21,56,6,6,12,6,9,29,36,33,25,9,27,40,9,9,4,3,2,22
"ENSG00000142168",57,80,34,38,41,37,16,51,32,59,76,57,66,81,53,48,35,39,49,96
"ENSG00000142173",25,58,25,16,13,7,10,35,46,47,21,8,14,17,5,11,10,2,10,14
"ENSG00000142178",1,1,0,0,0,0,0,0,0,3,1,0,2,2,1,0,0,0,2,0
"ENSG00000142182",27,46,54,33,39,12,17,10,21,11,11,10,16,13,13,8,5,4,8,7
"ENSG00000142185",269,374,279,279,282,93,95,90,165,126,121,71,125,119,150,93,81,87,106,125
"ENSG00000142186",13,29,3,3,5,5,0,12,16,17,21,4,12,14,1,7,5,1,5,18
"ENSG00000142188",1155,1030,1028,911,1112,1359,2196,2019,2345,2181,514,521,569,528,574,510,430,451,494,453
"ENSG00000142192",214,317,75,58,58,50,39,168,193,260,305,262,476,415,110,158,92,48,60,381
"ENSG00000142197",7,13,1,0,1,1,0,3,8,13,15,3,10,16,2,5,0,0,0,16
